t 	T_s 	t_s	T_raw	t_nth_d	 cooling_rate	
0.00	150.4	0.00	150.5	0.00	-0.049	
0.00	150.4	0.00	150.4	0.00	-0.049	
1.00	150.4	1.00	150.4	1.00	-0.047	
2.00	150.4	2.00	150.3	2.00	-0.045	
3.00	150.3	3.00	150.3	3.00	-0.044	
4.00	150.3	4.00	150.3	4.00	-0.042	
5.00	150.2	5.00	150.2	5.00	-0.041	
6.00	150.2	6.00	150.2	6.00	-0.040	
7.00	150.1	7.00	150.1	7.00	-0.039	
8.00	150.1	8.00	150.1	8.00	-0.038	
9.00	150.1	9.00	150.1	9.00	-0.038	
10.00	150.0	10.00	150.0	10.00	-0.038	
11.00	150.0	11.00	150.0	11.00	-0.039	
12.00	150.0	12.00	150.0	12.00	-0.038	
13.00	149.9	13.00	149.9	13.00	-0.037	
14.00	149.9	14.00	149.9	14.00	-0.038	
15.00	149.8	15.00	149.9	15.00	-0.037	
16.00	149.8	16.00	149.8	16.00	-0.037	
17.00	149.8	17.00	149.8	17.00	-0.037	
18.00	149.7	18.00	149.7	18.00	-0.036	
19.00	149.7	19.00	149.7	19.00	-0.036	
20.00	149.7	20.00	149.7	20.00	-0.037	
21.00	149.6	21.00	149.6	21.00	-0.036	
22.00	149.6	22.00	149.6	22.00	-0.036	
23.00	149.5	23.00	149.5	23.00	-0.037	
24.00	149.5	24.00	149.5	24.00	-0.036	
25.00	149.5	25.00	149.5	25.00	-0.036	
26.00	149.4	26.00	149.4	26.00	-0.036	
27.00	149.4	27.00	149.4	27.00	-0.035	
28.00	149.4	28.00	149.4	28.00	-0.035	
29.00	149.3	29.00	149.3	29.00	-0.036	
30.00	149.3	30.00	149.3	30.00	-0.035	
31.00	149.3	31.00	149.3	31.00	-0.034	
32.00	149.2	32.00	149.2	32.00	-0.035	
33.00	149.2	33.00	149.2	33.00	-0.034	
34.00	149.2	34.00	149.2	34.00	-0.034	
35.00	149.1	35.00	149.1	35.00	-0.035	
36.00	149.1	36.00	149.1	36.00	-0.034	
37.00	149.1	37.00	149.0	37.00	-0.034	
38.00	149.0	38.00	149.0	38.00	-0.035	
39.00	149.0	39.00	149.0	39.00	-0.034	
40.00	149.0	40.00	148.9	40.00	-0.034	
41.00	148.9	41.00	148.9	41.00	-0.034	
42.00	148.9	42.00	148.9	42.00	-0.033	
43.00	148.9	43.00	148.8	43.00	-0.033	
44.00	148.8	44.00	148.8	44.00	-0.033	
45.00	148.8	45.00	148.8	45.00	-0.033	
46.00	148.8	46.00	148.7	46.00	-0.033	
47.00	148.7	47.00	148.7	47.00	-0.033	
48.00	148.7	48.00	148.7	48.00	-0.033	
49.00	148.7	49.00	148.6	49.00	-0.033	
50.00	148.6	50.00	148.6	50.00	-0.033	
51.00	148.6	51.00	148.6	51.00	-0.032	
52.00	148.6	52.00	148.5	52.00	-0.032	
53.00	148.5	53.00	148.5	53.00	-0.032	
54.00	148.5	54.00	148.5	54.00	-0.032	
55.00	148.5	55.00	148.5	55.00	-0.031	
56.00	148.4	56.00	148.4	56.00	-0.032	
57.00	148.4	57.00	148.4	57.00	-0.031	
58.00	148.4	58.00	148.4	58.00	-0.031	
59.00	148.3	59.00	148.3	59.00	-0.031	
60.00	148.3	60.00	148.3	60.00	-0.031	
61.00	148.3	61.00	148.3	61.00	-0.031	
62.00	148.2	62.00	148.2	62.00	-0.031	
63.00	148.2	63.00	148.2	63.00	-0.031	
64.00	148.2	64.00	148.2	64.00	-0.031	
65.00	148.2	65.00	148.2	65.00	-0.031	
66.00	148.1	66.00	148.1	66.00	-0.030	
67.00	148.1	67.00	148.1	67.00	-0.030	
68.00	148.1	68.00	148.1	68.00	-0.030	
69.00	148.0	69.00	148.0	69.00	-0.029	
70.00	148.0	70.00	148.0	70.00	-0.029	
71.00	148.0	71.00	148.0	71.00	-0.030	
72.00	147.9	72.00	147.9	72.00	-0.029	
73.00	147.9	73.00	147.9	73.00	-0.029	
74.00	147.9	74.00	147.9	74.00	-0.030	
75.00	147.9	75.00	147.9	75.00	-0.029	
76.00	147.8	76.00	147.8	76.00	-0.029	
77.00	147.8	77.00	147.8	77.00	-0.029	
78.00	147.8	78.00	147.8	78.00	-0.029	
79.00	147.7	79.00	147.7	79.00	-0.029	
80.00	147.7	80.00	147.7	80.00	-0.029	
81.00	147.7	81.00	147.7	81.00	-0.028	
82.00	147.7	82.00	147.6	82.00	-0.028	
83.00	147.6	83.00	147.6	83.00	-0.029	
84.00	147.6	84.00	147.6	84.00	-0.028	
85.00	147.6	85.00	147.6	85.00	-0.028	
86.00	147.5	86.00	147.5	86.00	-0.028	
87.00	147.5	87.00	147.5	87.00	-0.028	
88.00	147.5	88.00	147.5	88.00	-0.027	
89.00	147.5	89.00	147.5	89.00	-0.028	
90.00	147.4	90.00	147.4	90.00	-0.027	
91.00	147.4	91.00	147.4	91.00	-0.027	
92.00	147.4	92.00	147.4	92.00	-0.027	
93.00	147.3	93.00	147.4	93.00	-0.027	
94.00	147.3	94.00	147.3	94.00	-0.027	
95.00	147.3	95.00	147.3	95.00	-0.027	
96.00	147.3	96.00	147.3	96.00	-0.027	
97.00	147.2	97.00	147.2	97.00	-0.027	
98.00	147.2	98.00	147.2	98.00	-0.027	
99.00	147.2	99.00	147.2	99.00	-0.026	
100.00	147.2	100.00	147.2	100.00	-0.026	
101.00	147.1	101.00	147.1	101.00	-0.026	
102.00	147.1	102.00	147.1	102.00	-0.026	
103.00	147.1	103.00	147.1	103.00	-0.026	
104.00	147.1	104.00	147.1	104.00	-0.026	
105.00	147.0	105.00	147.0	105.00	-0.026	
106.00	147.0	106.00	147.0	106.00	-0.025	
107.00	147.0	107.00	147.0	107.00	-0.026	
108.00	147.0	108.00	147.0	108.00	-0.025	
109.00	146.9	109.00	146.9	109.00	-0.025	
110.00	146.9	110.00	146.9	110.00	-0.026	
111.00	146.9	111.00	146.9	111.00	-0.025	
112.00	146.9	112.00	146.8	112.00	-0.025	
113.00	146.8	113.00	146.8	113.00	-0.026	
114.00	146.8	114.00	146.8	114.00	-0.025	
115.00	146.8	115.00	146.8	115.00	-0.025	
116.00	146.8	116.00	146.8	116.00	-0.025	
117.00	146.7	117.00	146.7	117.00	-0.024	
118.00	146.7	118.00	146.7	118.00	-0.025	
119.00	146.7	119.00	146.7	119.00	-0.025	
120.00	146.7	120.00	146.7	120.00	-0.024	
121.00	146.6	121.00	146.6	121.00	-0.024	
122.00	146.6	122.00	146.6	122.00	-0.024	
123.00	146.6	123.00	146.6	123.00	-0.024	
124.00	146.6	124.00	146.6	124.00	-0.024	
125.00	146.5	125.00	146.5	125.00	-0.024	
126.00	146.5	126.00	146.5	126.00	-0.023	
127.00	146.5	127.00	146.5	127.00	-0.023	
128.00	146.5	128.00	146.5	128.00	-0.024	
129.00	146.4	129.00	146.4	129.00	-0.023	
130.00	146.4	130.00	146.4	130.00	-0.023	
131.00	146.4	131.00	146.4	131.00	-0.024	
132.00	146.4	132.00	146.4	132.00	-0.023	
133.00	146.3	133.00	146.3	133.00	-0.023	
134.00	146.3	134.00	146.3	134.00	-0.024	
135.00	146.3	135.00	146.3	135.00	-0.023	
136.00	146.3	136.00	146.3	136.00	-0.023	
137.00	146.3	137.00	146.3	137.00	-0.024	
138.00	146.2	138.00	146.2	138.00	-0.023	
139.00	146.2	139.00	146.2	139.00	-0.022	
140.00	146.2	140.00	146.2	140.00	-0.023	
141.00	146.2	141.00	146.2	141.00	-0.022	
142.00	146.1	142.00	146.1	142.00	-0.022	
143.00	146.1	143.00	146.1	143.00	-0.022	
144.00	146.1	144.00	146.1	144.00	-0.022	
145.00	146.1	145.00	146.1	145.00	-0.022	
146.00	146.1	146.00	146.1	146.00	-0.022	
147.00	146.0	147.00	146.0	147.00	-0.022	
148.00	146.0	148.00	146.0	148.00	-0.022	
149.00	146.0	149.00	146.0	149.00	-0.022	
150.00	146.0	150.00	146.0	150.00	-0.022	
151.00	145.9	151.00	145.9	151.00	-0.022	
152.00	145.9	152.00	145.9	152.00	-0.022	
153.00	145.9	153.00	145.9	153.00	-0.022	
154.00	145.9	154.00	145.9	154.00	-0.021	
155.00	145.9	155.00	145.9	155.00	-0.022	
156.00	145.8	156.00	145.8	156.00	-0.021	
157.00	145.8	157.00	145.8	157.00	-0.021	
158.00	145.8	158.00	145.8	158.00	-0.022	
159.00	145.8	159.00	145.8	159.00	-0.021	
160.00	145.7	160.00	145.7	160.00	-0.021	
161.00	145.7	161.00	145.7	161.00	-0.022	
162.00	145.7	162.00	145.7	162.00	-0.021	
163.00	145.7	163.00	145.7	163.00	-0.021	
164.00	145.7	164.00	145.7	164.00	-0.022	
165.00	145.6	165.00	145.6	165.00	-0.021	
166.00	145.6	166.00	145.6	166.00	-0.021	
167.00	145.6	167.00	145.6	167.00	-0.021	
168.00	145.6	168.00	145.6	168.00	-0.021	
169.00	145.6	169.00	145.6	169.00	-0.021	
170.00	145.5	170.00	145.5	170.00	-0.021	
171.00	145.5	171.00	145.5	171.00	-0.021	
172.00	145.5	172.00	145.5	172.00	-0.021	
173.00	145.5	173.00	145.5	173.00	-0.021	
174.00	145.5	174.00	145.5	174.00	-0.020	
175.00	145.4	175.00	145.4	175.00	-0.020	
176.00	145.4	176.00	145.4	176.00	-0.021	
177.00	145.4	177.00	145.4	177.00	-0.020	
178.00	145.4	178.00	145.4	178.00	-0.020	
179.00	145.4	179.00	145.4	179.00	-0.021	
180.00	145.3	180.00	145.3	180.00	-0.021	
181.00	145.3	181.00	145.3	181.00	-0.021	
182.00	145.3	182.00	145.3	182.00	-0.021	
183.00	145.3	183.00	145.3	183.00	-0.020	
184.00	145.2	184.00	145.2	184.00	-0.020	
185.00	145.2	185.00	145.2	185.00	-0.021	
186.00	145.2	186.00	145.2	186.00	-0.020	
187.00	145.2	187.00	145.2	187.00	-0.020	
188.00	145.2	188.00	145.2	188.00	-0.021	
189.00	145.1	189.00	145.2	189.00	-0.020	
190.00	145.1	190.00	145.1	190.00	-0.021	
191.00	145.1	191.00	145.1	191.00	-0.021	
192.00	145.1	192.00	145.1	192.00	-0.021	
193.00	145.1	193.00	145.1	193.00	-0.021	
194.00	145.0	194.00	145.0	194.00	-0.021	
195.00	145.0	195.00	145.0	195.00	-0.021	
196.00	145.0	196.00	145.0	196.00	-0.021	
197.00	145.0	197.00	145.0	197.00	-0.021	
198.00	145.0	198.00	145.0	198.00	-0.021	
199.00	144.9	199.00	144.9	199.00	-0.021	
200.00	144.9	200.00	144.9	200.00	-0.021	
201.00	144.9	201.00	144.9	201.00	-0.020	
202.00	144.9	202.00	144.9	202.00	-0.020	
203.00	144.9	203.00	144.9	203.00	-0.021	
204.00	144.8	204.00	144.8	204.00	-0.021	
205.00	144.8	205.00	144.8	205.00	-0.021	
206.00	144.8	206.00	144.8	206.00	-0.021	
207.00	144.8	207.00	144.8	207.00	-0.021	
208.00	144.8	208.00	144.8	208.00	-0.021	
209.00	144.7	209.00	144.7	209.00	-0.021	
210.00	144.7	210.00	144.7	210.00	-0.021	
211.00	144.7	211.00	144.7	211.00	-0.021	
212.00	144.7	212.00	144.7	212.00	-0.021	
213.00	144.6	213.00	144.7	213.00	-0.021	
214.00	144.6	214.00	144.6	214.00	-0.021	
215.00	144.6	215.00	144.6	215.00	-0.021	
216.00	144.6	216.00	144.6	216.00	-0.021	
217.00	144.6	217.00	144.6	217.00	-0.021	
218.00	144.5	218.00	144.5	218.00	-0.021	
219.00	144.5	219.00	144.5	219.00	-0.021	
220.00	144.5	220.00	144.5	220.00	-0.021	
221.00	144.5	221.00	144.5	221.00	-0.022	
222.00	144.5	222.00	144.5	222.00	-0.021	
223.00	144.4	223.00	144.4	223.00	-0.021	
224.00	144.4	224.00	144.4	224.00	-0.022	
225.00	144.4	225.00	144.4	225.00	-0.021	
226.00	144.4	226.00	144.4	226.00	-0.021	
227.00	144.3	227.00	144.4	227.00	-0.022	
228.00	144.3	228.00	144.3	228.00	-0.021	
229.00	144.3	229.00	144.3	229.00	-0.021	
230.00	144.3	230.00	144.3	230.00	-0.022	
231.00	144.3	231.00	144.3	231.00	-0.021	
232.00	144.2	232.00	144.2	232.00	-0.021	
233.00	144.2	233.00	144.2	233.00	-0.022	
234.00	144.2	234.00	144.2	234.00	-0.022	
235.00	144.2	235.00	144.2	235.00	-0.022	
236.00	144.2	236.00	144.2	236.00	-0.022	
237.00	144.1	237.00	144.1	237.00	-0.022	
238.00	144.1	238.00	144.1	238.00	-0.022	
239.00	144.1	239.00	144.1	239.00	-0.022	
240.00	144.1	240.00	144.1	240.00	-0.022	
241.00	144.0	241.00	144.0	241.00	-0.022	
242.00	144.0	242.00	144.0	242.00	-0.022	
243.00	144.0	243.00	144.0	243.00	-0.022	
244.00	144.0	244.00	144.0	244.00	-0.022	
245.00	144.0	245.00	144.0	245.00	-0.022	
246.00	143.9	246.00	143.9	246.00	-0.022	
247.00	143.9	247.00	143.9	247.00	-0.022	
248.00	143.9	248.00	143.9	248.00	-0.022	
249.00	143.9	249.00	143.9	249.00	-0.022	
250.00	143.8	250.00	143.8	250.00	-0.022	
251.00	143.8	251.00	143.8	251.00	-0.022	
252.00	143.8	252.00	143.8	252.00	-0.022	
253.00	143.8	253.00	143.8	253.00	-0.021	
254.00	143.8	254.00	143.8	254.00	-0.022	
255.00	143.7	255.00	143.8	255.00	-0.021	
256.00	143.7	256.00	143.7	256.00	-0.021	
257.00	143.7	257.00	143.7	257.00	-0.022	
258.00	143.7	258.00	143.7	258.00	-0.022	
259.00	143.7	259.00	143.6	259.00	-0.022	
260.00	143.6	260.00	143.6	260.00	-0.023	
261.00	143.6	261.00	143.6	261.00	-0.022	
262.00	143.6	262.00	143.6	262.00	-0.022	
263.00	143.6	263.00	143.6	263.00	-0.023	
264.00	143.5	264.00	143.5	264.00	-0.022	
265.00	143.5	265.00	143.5	265.00	-0.022	
266.00	143.5	266.00	143.5	266.00	-0.023	
267.00	143.5	267.00	143.5	267.00	-0.022	
268.00	143.5	268.00	143.4	268.00	-0.022	
269.00	143.4	269.00	143.4	269.00	-0.022	
270.00	143.4	270.00	143.4	270.00	-0.021	
271.00	143.4	271.00	143.4	271.00	-0.021	
272.00	143.4	272.00	143.4	272.00	-0.022	
273.00	143.3	273.00	143.4	273.00	-0.022	
274.00	143.3	274.00	143.3	274.00	-0.022	
275.00	143.3	275.00	143.3	275.00	-0.022	
276.00	143.3	276.00	143.3	276.00	-0.022	
277.00	143.3	277.00	143.2	277.00	-0.022	
278.00	143.2	278.00	143.2	278.00	-0.022	
279.00	143.2	279.00	143.2	279.00	-0.022	
280.00	143.2	280.00	143.2	280.00	-0.022	
281.00	143.2	281.00	143.2	281.00	-0.022	
282.00	143.1	282.00	143.1	282.00	-0.022	
283.00	143.1	283.00	143.1	283.00	-0.022	
284.00	143.1	284.00	143.1	284.00	-0.022	
285.00	143.1	285.00	143.1	285.00	-0.022	
286.00	143.1	286.00	143.1	286.00	-0.022	
287.00	143.0	287.00	143.0	287.00	-0.022	
288.00	143.0	288.00	143.0	288.00	-0.021	
289.00	143.0	289.00	143.0	289.00	-0.022	
290.00	143.0	290.00	143.0	290.00	-0.022	
291.00	142.9	291.00	143.0	291.00	-0.022	
292.00	142.9	292.00	142.9	292.00	-0.022	
293.00	142.9	293.00	142.9	293.00	-0.022	
294.00	142.9	294.00	142.9	294.00	-0.022	
295.00	142.9	295.00	142.9	295.00	-0.022	
296.00	142.8	296.00	142.8	296.00	-0.022	
297.00	142.8	297.00	142.8	297.00	-0.022	
298.00	142.8	298.00	142.8	298.00	-0.022	
299.00	142.8	299.00	142.8	299.00	-0.022	
300.00	142.8	300.00	142.8	300.00	-0.022	
301.00	142.7	301.00	142.7	301.00	-0.021	
302.00	142.7	302.00	142.7	302.00	-0.022	
303.00	142.7	303.00	142.7	303.00	-0.021	
304.00	142.7	304.00	142.7	304.00	-0.021	
305.00	142.6	305.00	142.6	305.00	-0.022	
306.00	142.6	306.00	142.6	306.00	-0.022	
307.00	142.6	307.00	142.6	307.00	-0.022	
308.00	142.6	308.00	142.6	308.00	-0.022	
309.00	142.6	309.00	142.6	309.00	-0.022	
310.00	142.5	310.00	142.5	310.00	-0.022	
311.00	142.5	311.00	142.5	311.00	-0.022	
312.00	142.5	312.00	142.5	312.00	-0.021	
313.00	142.5	313.00	142.5	313.00	-0.021	
314.00	142.5	314.00	142.5	314.00	-0.022	
315.00	142.4	315.00	142.4	315.00	-0.021	
316.00	142.4	316.00	142.4	316.00	-0.021	
317.00	142.4	317.00	142.4	317.00	-0.022	
318.00	142.4	318.00	142.4	318.00	-0.021	
319.00	142.3	319.00	142.3	319.00	-0.021	
320.00	142.3	320.00	142.3	320.00	-0.021	
321.00	142.3	321.00	142.3	321.00	-0.021	
322.00	142.3	322.00	142.3	322.00	-0.021	
323.00	142.3	323.00	142.3	323.00	-0.021	
324.00	142.2	324.00	142.2	324.00	-0.021	
325.00	142.2	325.00	142.2	325.00	-0.021	
326.00	142.2	326.00	142.2	326.00	-0.021	
327.00	142.2	327.00	142.2	327.00	-0.021	
328.00	142.2	328.00	142.1	328.00	-0.021	
329.00	142.1	329.00	142.1	329.00	-0.021	
330.00	142.1	330.00	142.1	330.00	-0.021	
331.00	142.1	331.00	142.1	331.00	-0.021	
332.00	142.1	332.00	142.1	332.00	-0.021	
333.00	142.0	333.00	142.1	333.00	-0.021	
334.00	142.0	334.00	142.0	334.00	-0.021	
335.00	142.0	335.00	142.0	335.00	-0.021	
336.00	142.0	336.00	142.0	336.00	-0.021	
337.00	142.0	337.00	142.0	337.00	-0.020	
338.00	141.9	338.00	141.9	338.00	-0.021	
339.00	141.9	339.00	141.9	339.00	-0.020	
340.00	141.9	340.00	141.9	340.00	-0.021	
341.00	141.9	341.00	141.9	341.00	-0.021	
342.00	141.9	342.00	141.9	342.00	-0.020	
343.00	141.8	343.00	141.8	343.00	-0.020	
344.00	141.8	344.00	141.8	344.00	-0.020	
345.00	141.8	345.00	141.8	345.00	-0.020	
346.00	141.8	346.00	141.8	346.00	-0.020	
347.00	141.8	347.00	141.8	347.00	-0.020	
348.00	141.7	348.00	141.7	348.00	-0.020	
349.00	141.7	349.00	141.7	349.00	-0.020	
350.00	141.7	350.00	141.7	350.00	-0.020	
351.00	141.7	351.00	141.7	351.00	-0.020	
352.00	141.7	352.00	141.7	352.00	-0.020	
353.00	141.6	353.00	141.6	353.00	-0.020	
354.00	141.6	354.00	141.6	354.00	-0.020	
355.00	141.6	355.00	141.6	355.00	-0.020	
356.00	141.6	356.00	141.6	356.00	-0.020	
357.00	141.6	357.00	141.6	357.00	-0.020	
358.00	141.5	358.00	141.5	358.00	-0.020	
359.00	141.5	359.00	141.5	359.00	-0.020	
360.00	141.5	360.00	141.5	360.00	-0.020	
361.00	141.5	361.00	141.5	361.00	-0.019	
362.00	141.5	362.00	141.5	362.00	-0.020	
363.00	141.4	363.00	141.4	363.00	-0.019	
364.00	141.4	364.00	141.4	364.00	-0.019	
365.00	141.4	365.00	141.4	365.00	-0.020	
366.00	141.4	366.00	141.4	366.00	-0.019	
367.00	141.4	367.00	141.4	367.00	-0.019	
368.00	141.3	368.00	141.3	368.00	-0.020	
369.00	141.3	369.00	141.3	369.00	-0.019	
370.00	141.3	370.00	141.3	370.00	-0.019	
371.00	141.3	371.00	141.3	371.00	-0.019	
372.00	141.3	372.00	141.3	372.00	-0.019	
373.00	141.2	373.00	141.2	373.00	-0.019	
374.00	141.2	374.00	141.2	374.00	-0.019	
375.00	141.2	375.00	141.2	375.00	-0.019	
376.00	141.2	376.00	141.2	376.00	-0.019	
377.00	141.2	377.00	141.2	377.00	-0.019	
378.00	141.2	378.00	141.2	378.00	-0.018	
379.00	141.1	379.00	141.1	379.00	-0.018	
380.00	141.1	380.00	141.1	380.00	-0.019	
381.00	141.1	381.00	141.1	381.00	-0.018	
382.00	141.1	382.00	141.1	382.00	-0.018	
383.00	141.1	383.00	141.1	383.00	-0.019	
384.00	141.0	384.00	141.1	384.00	-0.019	
385.00	141.0	385.00	141.0	385.00	-0.019	
386.00	141.0	386.00	141.0	386.00	-0.019	
387.00	141.0	387.00	141.0	387.00	-0.019	
388.00	141.0	388.00	141.0	388.00	-0.019	
389.00	141.0	389.00	140.9	389.00	-0.019	
390.00	140.9	390.00	140.9	390.00	-0.019	
391.00	140.9	391.00	140.9	391.00	-0.019	
392.00	140.9	392.00	140.9	392.00	-0.019	
393.00	140.9	393.00	140.9	393.00	-0.018	
394.00	140.9	394.00	140.9	394.00	-0.018	
395.00	140.8	395.00	140.8	395.00	-0.018	
396.00	140.8	396.00	140.8	396.00	-0.018	
397.00	140.8	397.00	140.8	397.00	-0.018	
398.00	140.8	398.00	140.8	398.00	-0.018	
399.00	140.8	399.00	140.8	399.00	-0.018	
400.00	140.7	400.00	140.7	400.00	-0.018	
401.00	140.7	401.00	140.7	401.00	-0.018	
402.00	140.7	402.00	140.7	402.00	-0.017	
403.00	140.7	403.00	140.7	403.00	-0.017	
404.00	140.7	404.00	140.7	404.00	-0.018	
405.00	140.7	405.00	140.7	405.00	-0.017	
406.00	140.6	406.00	140.6	406.00	-0.017	
407.00	140.6	407.00	140.6	407.00	-0.017	
408.00	140.6	408.00	140.6	408.00	-0.017	
409.00	140.6	409.00	140.6	409.00	-0.017	
410.00	140.6	410.00	140.6	410.00	-0.017	
411.00	140.6	411.00	140.6	411.00	-0.017	
412.00	140.5	412.00	140.5	412.00	-0.017	
413.00	140.5	413.00	140.5	413.00	-0.017	
414.00	140.5	414.00	140.5	414.00	-0.017	
415.00	140.5	415.00	140.5	415.00	-0.017	
416.00	140.5	416.00	140.5	416.00	-0.017	
417.00	140.5	417.00	140.5	417.00	-0.017	
418.00	140.4	418.00	140.4	418.00	-0.017	
419.00	140.4	419.00	140.4	419.00	-0.017	
420.00	140.4	420.00	140.4	420.00	-0.017	
421.00	140.4	421.00	140.4	421.00	-0.017	
422.00	140.4	422.00	140.4	422.00	-0.017	
423.00	140.4	423.00	140.4	423.00	-0.016	
424.00	140.3	424.00	140.3	424.00	-0.016	
425.00	140.3	425.00	140.3	425.00	-0.017	
426.00	140.3	426.00	140.3	426.00	-0.016	
427.00	140.3	427.00	140.3	427.00	-0.016	
428.00	140.3	428.00	140.3	428.00	-0.017	
429.00	140.3	429.00	140.3	429.00	-0.017	
430.00	140.2	430.00	140.2	430.00	-0.017	
431.00	140.2	431.00	140.2	431.00	-0.017	
432.00	140.2	432.00	140.2	432.00	-0.016	
433.00	140.2	433.00	140.2	433.00	-0.016	
434.00	140.2	434.00	140.2	434.00	-0.016	
435.00	140.2	435.00	140.2	435.00	-0.016	
436.00	140.1	436.00	140.1	436.00	-0.016	
437.00	140.1	437.00	140.1	437.00	-0.016	
438.00	140.1	438.00	140.1	438.00	-0.015	
439.00	140.1	439.00	140.1	439.00	-0.015	
440.00	140.1	440.00	140.1	440.00	-0.015	
441.00	140.1	441.00	140.1	441.00	-0.015	
442.00	140.0	442.00	140.0	442.00	-0.015	
443.00	140.0	443.00	140.0	443.00	-0.016	
444.00	140.0	444.00	140.0	444.00	-0.015	
445.00	140.0	445.00	140.0	445.00	-0.016	
446.00	140.0	446.00	140.0	446.00	-0.016	
447.00	140.0	447.00	140.0	447.00	-0.016	
448.00	140.0	448.00	140.0	448.00	-0.016	
449.00	139.9	449.00	139.9	449.00	-0.016	
450.00	139.9	450.00	139.9	450.00	-0.015	
451.00	139.9	451.00	139.9	451.00	-0.015	
452.00	139.9	452.00	139.9	452.00	-0.016	
453.00	139.9	453.00	139.9	453.00	-0.015	
454.00	139.9	454.00	139.9	454.00	-0.015	
455.00	139.8	455.00	139.8	455.00	-0.015	
456.00	139.8	456.00	139.8	456.00	-0.015	
457.00	139.8	457.00	139.8	457.00	-0.015	
458.00	139.8	458.00	139.8	458.00	-0.015	
459.00	139.8	459.00	139.8	459.00	-0.015	
460.00	139.8	460.00	139.8	460.00	-0.015	
461.00	139.8	461.00	139.8	461.00	-0.015	
462.00	139.7	462.00	139.7	462.00	-0.014	
463.00	139.7	463.00	139.7	463.00	-0.014	
464.00	139.7	464.00	139.7	464.00	-0.015	
465.00	139.7	465.00	139.7	465.00	-0.014	
466.00	139.7	466.00	139.7	466.00	-0.014	
467.00	139.7	467.00	139.7	467.00	-0.015	
468.00	139.7	468.00	139.7	468.00	-0.014	
469.00	139.6	469.00	139.6	469.00	-0.014	
470.00	139.6	470.00	139.6	470.00	-0.014	
471.00	139.6	471.00	139.6	471.00	-0.014	
472.00	139.6	472.00	139.6	472.00	-0.014	
473.00	139.6	473.00	139.6	473.00	-0.014	
474.00	139.6	474.00	139.6	474.00	-0.014	
475.00	139.6	475.00	139.6	475.00	-0.014	
476.00	139.5	476.00	139.5	476.00	-0.014	
477.00	139.5	477.00	139.5	477.00	-0.014	
478.00	139.5	478.00	139.5	478.00	-0.014	
479.00	139.5	479.00	139.5	479.00	-0.014	
480.00	139.5	480.00	139.5	480.00	-0.013	
481.00	139.5	481.00	139.5	481.00	-0.013	
482.00	139.5	482.00	139.5	482.00	-0.014	
483.00	139.5	483.00	139.5	483.00	-0.013	
484.00	139.4	484.00	139.4	484.00	-0.013	
485.00	139.4	485.00	139.4	485.00	-0.013	
486.00	139.4	486.00	139.4	486.00	-0.013	
487.00	139.4	487.00	139.4	487.00	-0.013	
488.00	139.4	488.00	139.4	488.00	-0.014	
489.00	139.4	489.00	139.4	489.00	-0.013	
490.00	139.4	490.00	139.4	490.00	-0.013	
491.00	139.3	491.00	139.3	491.00	-0.013	
492.00	139.3	492.00	139.3	492.00	-0.013	
493.00	139.3	493.00	139.3	493.00	-0.013	
494.00	139.3	494.00	139.3	494.00	-0.013	
495.00	139.3	495.00	139.3	495.00	-0.013	
496.00	139.3	496.00	139.3	496.00	-0.013	
497.00	139.3	497.00	139.3	497.00	-0.013	
498.00	139.3	498.00	139.3	498.00	-0.012	
499.00	139.2	499.00	139.2	499.00	-0.012	
500.00	139.2	500.00	139.2	500.00	-0.013	
501.00	139.2	501.00	139.2	501.00	-0.012	
502.00	139.2	502.00	139.2	502.00	-0.012	
503.00	139.2	503.00	139.2	503.00	-0.013	
504.00	139.2	504.00	139.2	504.00	-0.012	
505.00	139.2	505.00	139.2	505.00	-0.012	
506.00	139.2	506.00	139.2	506.00	-0.012	
507.00	139.1	507.00	139.1	507.00	-0.012	
508.00	139.1	508.00	139.1	508.00	-0.012	
509.00	139.1	509.00	139.1	509.00	-0.012	
510.00	139.1	510.00	139.1	510.00	-0.012	
511.00	139.1	511.00	139.1	511.00	-0.012	
512.00	139.1	512.00	139.1	512.00	-0.012	
513.00	139.1	513.00	139.1	513.00	-0.012	
514.00	139.1	514.00	139.1	514.00	-0.012	
515.00	139.0	515.00	139.0	515.00	-0.012	
516.00	139.0	516.00	139.0	516.00	-0.012	
517.00	139.0	517.00	139.0	517.00	-0.012	
518.00	139.0	518.00	139.0	518.00	-0.012	
519.00	139.0	519.00	139.0	519.00	-0.012	
520.00	139.0	520.00	139.0	520.00	-0.011	
521.00	139.0	521.00	139.0	521.00	-0.011	
522.00	139.0	522.00	139.0	522.00	-0.011	
523.00	139.0	523.00	139.0	523.00	-0.011	
524.00	138.9	524.00	138.9	524.00	-0.011	
525.00	138.9	525.00	138.9	525.00	-0.011	
526.00	138.9	526.00	138.9	526.00	-0.011	
527.00	138.9	527.00	138.9	527.00	-0.011	
528.00	138.9	528.00	138.9	528.00	-0.011	
529.00	138.9	529.00	138.9	529.00	-0.011	
530.00	138.9	530.00	138.9	530.00	-0.011	
531.00	138.9	531.00	138.9	531.00	-0.011	
532.00	138.9	532.00	138.9	532.00	-0.011	
533.00	138.8	533.00	138.8	533.00	-0.011	
534.00	138.8	534.00	138.8	534.00	-0.011	
535.00	138.8	535.00	138.8	535.00	-0.011	
